"","site_unique","site_location_name","herbarium_determination","is_uncertain_determination","veg_barcode","standardised_name","standardised_scientific_name","kingdom","taxa_id","family","genus","specific_epithet","infraspecific_rank","infraspecific_epithet","taxa_status","taxa_group","genus_species","authorship","published_in","rank","visit_start_date","site_location_visit_id","primary_gen_barcode","secondary_gen_barcode_1","secondary_gen_barcode_2","secondary_gen_barcode_3","secondary_gen_barcode_4"
"969","NSABHC0013-53608","NSABHC0013","Sida trichopoda",FALSE,"NSA05515","Sida trichopoda","Sida trichopoda F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/236721","Malvaceae","Sida","trichopoda","NA","NA","accepted","Equisetopsida","Sida trichopoda","F.Muell.","https://id.biodiversity.org.au/reference/apni/50708","Species","2012-09-20T00:00:00",53608,"NSA05516",NA,NA,NA,NA
"970","NSABHC0009-53604","NSABHC0009","Sida trichopoda",FALSE,"NSA01609","Sida trichopoda","Sida trichopoda F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/236721","Malvaceae","Sida","trichopoda","NA","NA","accepted","Equisetopsida","Sida trichopoda","F.Muell.","https://id.biodiversity.org.au/reference/apni/50708","Species","2012-09-03T00:00:00",53604,"NSA01610",NA,NA,NA,NA
"971","NSABHC0029-58028","NSABHC0029","Sisymbrium erysimoides",FALSE,"NSA013327","Sisymbrium erysimoides","Sisymbrium erysimoides Desf.","Plantae","https://id.biodiversity.org.au/name/apni/233417","Brassicaceae","Sisymbrium","erysimoides","NA","NA","accepted","Equisetopsida","Sisymbrium erysimoides","Desf.","https://id.biodiversity.org.au/reference/apni/23233","Species","2016-09-12T15:35:12",58028,"NSA013328","NSA013737","NSA013738","NSA013739","NSA013740"
"972","NSABHC0012-58022","NSABHC0012","Sisymbrium erysimoides",FALSE,"NSA013999","Sisymbrium erysimoides","Sisymbrium erysimoides Desf.","Plantae","https://id.biodiversity.org.au/name/apni/233417","Brassicaceae","Sisymbrium","erysimoides","NA","NA","accepted","Equisetopsida","Sisymbrium erysimoides","Desf.","https://id.biodiversity.org.au/reference/apni/23233","Species","2016-09-15T09:49:34",58022,"NSA014000",NA,NA,NA,NA
"973","NSABHC0010-53605","NSABHC0010","Stenopetalum lineare",FALSE,"NSA01742","Stenopetalum lineare","Stenopetalum lineare R.Br. ex DC.","Plantae","https://id.biodiversity.org.au/name/apni/198515","Brassicaceae","Stenopetalum","lineare","NA","NA","accepted","Equisetopsida","Stenopetalum lineare","R.Br. ex DC.","https://id.biodiversity.org.au/reference/apni/42942","Species","2012-09-04T00:00:00",53605,"not collected",NA,NA,NA,NA
"974","NSABHC0009-53604","NSABHC0009","Solanum esuriale",FALSE,"NSA01479","Solanum esuriale","Solanum esuriale Lindl.","Plantae","https://id.biodiversity.org.au/name/apni/198514","Solanaceae","Solanum","esuriale","NA","NA","accepted","Equisetopsida","Solanum esuriale","Lindl.","https://id.biodiversity.org.au/reference/apni/53841","Species","2012-09-03T00:00:00",53604,"not collected",NA,NA,NA,NA
"975","NSABHC0012-53607","NSABHC0012","Solanum esuriale",FALSE,"NSA05071","Solanum esuriale","Solanum esuriale Lindl.","Plantae","https://id.biodiversity.org.au/name/apni/198514","Solanaceae","Solanum","esuriale","NA","NA","accepted","Equisetopsida","Solanum esuriale","Lindl.","https://id.biodiversity.org.au/reference/apni/53841","Species","2012-09-19T00:00:00",53607,"NSA05072",NA,NA,NA,NA
"976","NSABHC0024-57100","NSABHC0024","Solanum quadriloculatum",FALSE,"NSA07180","Solanum quadriloculatum","Solanum quadriloculatum F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/240025","Solanaceae","Solanum","quadriloculatum","NA","NA","accepted","Equisetopsida","Solanum quadriloculatum","F.Muell.","https://id.biodiversity.org.au/reference/apni/42942","Species","2014-04-22T00:00:00",57100,NA,NA,NA,NA,NA
"977","NSABHC0014-53609","NSABHC0014","Solanum quadriloculatum",FALSE,"NSA05670","Solanum quadriloculatum","Solanum quadriloculatum F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/240025","Solanaceae","Solanum","quadriloculatum","NA","NA","accepted","Equisetopsida","Solanum quadriloculatum","F.Muell.","https://id.biodiversity.org.au/reference/apni/42942","Species","2012-09-21T00:00:00",53609,"NSA05671",NA,NA,NA,NA
"978","NSABHC0012-53607","NSABHC0012","Solanum quadriloculatum",FALSE,"NSA05433","Solanum quadriloculatum","Solanum quadriloculatum F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/240025","Solanaceae","Solanum","quadriloculatum","NA","NA","accepted","Equisetopsida","Solanum quadriloculatum","F.Muell.","https://id.biodiversity.org.au/reference/apni/42942","Species","2012-09-19T00:00:00",53607,"NSA05434",NA,NA,NA,NA
"979","NSABHC0014-53609","NSABHC0014","Solanum quadriloculatum",FALSE,"NSA05755","Solanum quadriloculatum","Solanum quadriloculatum F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/240025","Solanaceae","Solanum","quadriloculatum","NA","NA","accepted","Equisetopsida","Solanum quadriloculatum","F.Muell.","https://id.biodiversity.org.au/reference/apni/42942","Species","2012-09-21T00:00:00",53609,"not collected",NA,NA,NA,NA
"980","NSABHC0024-57100","NSABHC0024","Sonchus oleraceus",FALSE,"NSA07172","Sonchus oleraceus","Sonchus oleraceus L.","Plantae","https://id.biodiversity.org.au/name/apni/227543","Asteraceae","Sonchus","oleraceus","NA","NA","accepted","Equisetopsida","Sonchus oleraceus","L.","https://id.biodiversity.org.au/reference/apni/44478","Species","2014-04-22T00:00:00",57100,"NSA  07173",NA,NA,NA,NA
"981","NSABHC0010-53605","NSABHC0010","Sonchus oleraceus",FALSE,"NSA01724","Sonchus oleraceus","Sonchus oleraceus L.","Plantae","https://id.biodiversity.org.au/name/apni/227543","Asteraceae","Sonchus","oleraceus","NA","NA","accepted","Equisetopsida","Sonchus oleraceus","L.","https://id.biodiversity.org.au/reference/apni/44478","Species","2012-09-04T00:00:00",53605,"NSA01725",NA,NA,NA,NA
"982","NSABHC0029-58028","NSABHC0029","Sonchus oleraceus",FALSE,"NSA013397","Sonchus oleraceus","Sonchus oleraceus L.","Plantae","https://id.biodiversity.org.au/name/apni/227543","Asteraceae","Sonchus","oleraceus","NA","NA","accepted","Equisetopsida","Sonchus oleraceus","L.","https://id.biodiversity.org.au/reference/apni/44478","Species","2016-09-12T15:35:12",58028,"NSA013398",NA,NA,NA,NA
"983","NSABHC0012-58022","NSABHC0012","Sonchus oleraceus",FALSE,"NSA013857","Sonchus oleraceus","Sonchus oleraceus L.","Plantae","https://id.biodiversity.org.au/name/apni/227543","Asteraceae","Sonchus","oleraceus","NA","NA","accepted","Equisetopsida","Sonchus oleraceus","L.","https://id.biodiversity.org.au/reference/apni/44478","Species","2016-09-15T09:49:34",58022,"NSA013858",NA,NA,NA,NA
"984","NSABHC0014-53609","NSABHC0014","Sonchus oleraceus",FALSE,"NSA05731","Sonchus oleraceus","Sonchus oleraceus L.","Plantae","https://id.biodiversity.org.au/name/apni/227543","Asteraceae","Sonchus","oleraceus","NA","NA","accepted","Equisetopsida","Sonchus oleraceus","L.","https://id.biodiversity.org.au/reference/apni/44478","Species","2012-09-21T00:00:00",53609,"NSA05732",NA,NA,NA,NA
"985","NSABHC0023-57099","NSABHC0023","Sonchus oleraceus",FALSE,"NSA06977","Sonchus oleraceus","Sonchus oleraceus L.","Plantae","https://id.biodiversity.org.au/name/apni/227543","Asteraceae","Sonchus","oleraceus","NA","NA","accepted","Equisetopsida","Sonchus oleraceus","L.","https://id.biodiversity.org.au/reference/apni/44478","Species","2014-04-21T00:00:00",57099,"NSA  06978",NA,NA,NA,NA
"986","NSABHC0012-53607","NSABHC0012","Sporobolus actinocladus",FALSE,"NSA05109","Sporobolus actinocladus","Sporobolus actinocladus (F.Muell.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/215800","Poaceae","Sporobolus","actinocladus","NA","NA","accepted","Equisetopsida","Sporobolus actinocladus","(F.Muell.) F.Muell.","https://id.biodiversity.org.au/reference/apni/53841","Species","2012-09-19T00:00:00",53607,"NSA05110",NA,NA,NA,NA
"987","NSABHC0009-53604","NSABHC0009","Sporobolus actinocladus",FALSE,"NSA01566","Sporobolus actinocladus","Sporobolus actinocladus (F.Muell.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/215800","Poaceae","Sporobolus","actinocladus","NA","NA","accepted","Equisetopsida","Sporobolus actinocladus","(F.Muell.) F.Muell.","https://id.biodiversity.org.au/reference/apni/53841","Species","2012-09-03T00:00:00",53604,"not collected",NA,NA,NA,NA
"988","NSABHC0009-53604","NSABHC0009","Sporobolus caroli",FALSE,"NSA01626","Sporobolus caroli","Sporobolus caroli Mez","Plantae","https://id.biodiversity.org.au/name/apni/228700","Poaceae","Sporobolus","caroli","NA","NA","accepted","Equisetopsida","Sporobolus caroli","Mez","https://id.biodiversity.org.au/reference/apni/44408","Species","2012-09-03T00:00:00",53604,"NSA01627",NA,NA,NA,NA
"989","NSABHC0009-53604","NSABHC0009","Sporobolus caroli",FALSE,"NSA01535","Sporobolus caroli","Sporobolus caroli Mez","Plantae","https://id.biodiversity.org.au/name/apni/228700","Poaceae","Sporobolus","caroli","NA","NA","accepted","Equisetopsida","Sporobolus caroli","Mez","https://id.biodiversity.org.au/reference/apni/44408","Species","2012-09-03T00:00:00",53604,"NSA01536",NA,NA,NA,NA
"990","NSABHC0028-58027","NSABHC0028","Stenopetalum lineare",FALSE,"NSA013447","Stenopetalum lineare","Stenopetalum lineare R.Br. ex DC.","Plantae","https://id.biodiversity.org.au/name/apni/198515","Brassicaceae","Stenopetalum","lineare","NA","NA","accepted","Equisetopsida","Stenopetalum lineare","R.Br. ex DC.","https://id.biodiversity.org.au/reference/apni/42942","Species","2016-09-12T13:10:42",58027,"NSA013448",NA,NA,NA,NA
"991","NSABHC0010-53605","NSABHC0010","Stenopetalum lineare",FALSE,"NSA01809","Stenopetalum lineare","Stenopetalum lineare R.Br. ex DC.","Plantae","https://id.biodiversity.org.au/name/apni/198515","Brassicaceae","Stenopetalum","lineare","NA","NA","accepted","Equisetopsida","Stenopetalum lineare","R.Br. ex DC.","https://id.biodiversity.org.au/reference/apni/42942","Species","2012-09-04T00:00:00",53605,"NSA01810",NA,NA,NA,NA
"992","NSABHC0029-58028","NSABHC0029","Stenopetalum lineare",FALSE,"NSA013357","Stenopetalum lineare","Stenopetalum lineare R.Br. ex DC.","Plantae","https://id.biodiversity.org.au/name/apni/198515","Brassicaceae","Stenopetalum","lineare","NA","NA","accepted","Equisetopsida","Stenopetalum lineare","R.Br. ex DC.","https://id.biodiversity.org.au/reference/apni/42942","Species","2016-09-12T15:35:12",58028,"NSA013358",NA,NA,NA,NA
"993","NSABHC0012-53607","NSABHC0012","Stenopetalum lineare",FALSE,"NSA05161","Stenopetalum lineare","Stenopetalum lineare R.Br. ex DC.","Plantae","https://id.biodiversity.org.au/name/apni/198515","Brassicaceae","Stenopetalum","lineare","NA","NA","accepted","Equisetopsida","Stenopetalum lineare","R.Br. ex DC.","https://id.biodiversity.org.au/reference/apni/42942","Species","2012-09-19T00:00:00",53607,"NSA05162",NA,NA,NA,NA
"994","NSABHC0012-58022","NSABHC0012","Swainsona",TRUE,"NSA013917","Swainsona","Swainsona Salisb.","Plantae","https://id.biodiversity.org.au/name/apni/244976","Fabaceae","Swainsona","NA","NA","NA","accepted","Equisetopsida","Swainsona NA","Salisb.","https://id.biodiversity.org.au/reference/apni/49840","Genus","2016-09-15T09:49:34",58022,"NSA013918",NA,NA,NA,NA
"995","NSABHC0009-58026","NSABHC0009","Tetragonia eremaea",FALSE,"NSA013589","Tetragonia eremaea","Tetragonia eremaea Ostenf.","Plantae","https://id.biodiversity.org.au/name/apni/243799","Aizoaceae","Tetragonia","eremaea","NA","NA","accepted","Equisetopsida","Tetragonia eremaea","Ostenf.","https://id.biodiversity.org.au/reference/apni/22525","Species","2016-09-13T11:11:06",58026,"NSA013590",NA,NA,NA,NA
"996","NSABHC0014-53609","NSABHC0014","Tetragonia moorei",FALSE,"NSA05681","Tetragonia moorei","Tetragonia moorei M.Gray","Plantae","https://id.biodiversity.org.au/name/apni/245055","Aizoaceae","Tetragonia","moorei","NA","NA","accepted","Equisetopsida","Tetragonia moorei","M.Gray","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-21T00:00:00",53609,"NSA05682",NA,NA,NA,NA
"997","NSABHC0024-57100","NSABHC0024","Tetragonia",TRUE,"NSA07198","Tetragonia","Tetragonia L.","Plantae","https://id.biodiversity.org.au/name/apni/245066","Aizoaceae","Tetragonia","NA","NA","NA","accepted","Equisetopsida","Tetragonia NA","L.","https://id.biodiversity.org.au/reference/apni/47743","Genus","2014-04-22T00:00:00",57100,"NSA  07199","NSA  07055","NSA  07056","NSA  07057","NSA  07058"
"998","NSABHC0023-57099","NSABHC0023","Tetragonia",TRUE,"NSA07022","Tetragonia","Tetragonia L.","Plantae","https://id.biodiversity.org.au/name/apni/245066","Aizoaceae","Tetragonia","NA","NA","NA","accepted","Equisetopsida","Tetragonia NA","L.","https://id.biodiversity.org.au/reference/apni/47743","Genus","2014-04-21T00:00:00",57099,"NSA  07023",NA,NA,NA,NA
"999","NSABHC0029-58028","NSABHC0029","Teucrium racemosum",FALSE,"NSA013383","Teucrium racemosum","Teucrium racemosum R.Br.","Plantae","https://id.biodiversity.org.au/name/apni/243872","Lamiaceae","Teucrium","racemosum","NA","NA","accepted","Equisetopsida","Teucrium racemosum","R.Br.","https://id.biodiversity.org.au/reference/apni/6875190","Species","2016-09-12T15:35:12",58028,"NSA013384",NA,NA,NA,NA
"1000","NSABHC0023-57099","NSABHC0023","Tragus australianus",FALSE,"NSA07032","Tragus australianus","Tragus australianus S.T.Blake","Plantae","https://id.biodiversity.org.au/name/apni/236098","Poaceae","Tragus","australianus","NA","NA","accepted","Equisetopsida","Tragus australianus","S.T.Blake","https://id.biodiversity.org.au/reference/apni/44884","Species","2014-04-21T00:00:00",57099,"NSA  07033",NA,NA,NA,NA
"1001","NSABHC0024-57100","NSABHC0024","Tragus australianus",FALSE,"NSA07111","Tragus australianus","Tragus australianus S.T.Blake","Plantae","https://id.biodiversity.org.au/name/apni/236098","Poaceae","Tragus","australianus","NA","NA","accepted","Equisetopsida","Tragus australianus","S.T.Blake","https://id.biodiversity.org.au/reference/apni/44884","Species","2014-04-22T00:00:00",57100,"NSA  07112",NA,NA,NA,NA
"1002","NSABHC0012-58022","NSABHC0012","Trianthema triquetrum",FALSE,"NSA013755","Trianthema triquetrum","Trianthema triquetrum Willd.","Plantae","https://id.biodiversity.org.au/name/apni/198514","Aizoaceae","Trianthema","triquetrum","NA","NA","accepted","Equisetopsida","Trianthema triquetrum","Willd.","https://id.biodiversity.org.au/reference/apni/53841","Species","2016-09-15T09:49:34",58022,"NSA013756",NA,NA,NA,NA
"1003","NSABHC0024-57100","NSABHC0024","Tribulus eichlerianus",FALSE,"NSA07158","Tribulus eichlerianus","Tribulus eichlerianus K.L.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/239999","Zygophyllaceae","Tribulus","eichlerianus","NA","NA","accepted","Equisetopsida","Tribulus eichlerianus","K.L.Wilson","https://id.biodiversity.org.au/reference/apni/44408","Species","2014-04-22T00:00:00",57100,"NSA  07159",NA,NA,NA,NA
"1004","NSABHC0010-53605","NSABHC0010","Trichanthodium skirrophorum",FALSE,"NSA01792","Trichanthodium skirrophorum","Trichanthodium skirrophorum Sond. & F.Muell. ex Sond.","Plantae","https://id.biodiversity.org.au/name/apni/215981","Asteraceae","Trichanthodium","skirrophorum","NA","NA","accepted","Equisetopsida","Trichanthodium skirrophorum","Sond. & F.Muell. ex Sond.","https://id.biodiversity.org.au/reference/apni/6875190","Species","2012-09-04T00:00:00",53605,"NSA01793",NA,NA,NA,NA
"1005","NSABHC0024-57100","NSABHC0024","Tripogonella loliiformis",FALSE,"NSA07150","Tripogonella loliiformis","Tripogonella loliiformis (F.Muell.) P.M.Peterson & Romasch.","Plantae","https://id.biodiversity.org.au/name/apni/223526","Poaceae","Tripogonella","loliiformis","NA","NA","accepted","Equisetopsida","Tripogonella loliiformis","(F.Muell.) P.M.Peterson & Romasch.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2014-04-22T00:00:00",57100,"NSA  07151",NA,NA,NA,NA
"1006","NSABHC0010-53605","NSABHC0010","Tripogonella loliiformis",FALSE,"NSA01705","Tripogonella loliiformis","Tripogonella loliiformis (F.Muell.) P.M.Peterson & Romasch.","Plantae","https://id.biodiversity.org.au/name/apni/223526","Poaceae","Tripogonella","loliiformis","NA","NA","accepted","Equisetopsida","Tripogonella loliiformis","(F.Muell.) P.M.Peterson & Romasch.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-04T00:00:00",53605,"NSA01706",NA,NA,NA,NA
"1007","NSABHC0009-53604","NSABHC0009","Tripogonella loliiformis",FALSE,"NSA01541","Tripogonella loliiformis","Tripogonella loliiformis (F.Muell.) P.M.Peterson & Romasch.","Plantae","https://id.biodiversity.org.au/name/apni/223526","Poaceae","Tripogonella","loliiformis","NA","NA","accepted","Equisetopsida","Tripogonella loliiformis","(F.Muell.) P.M.Peterson & Romasch.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-03T00:00:00",53604,"not collected",NA,NA,NA,NA
"1008","NSABHC0012-53607","NSABHC0012","Tripogonella loliiformis",FALSE,"NSA05431","Tripogonella loliiformis","Tripogonella loliiformis (F.Muell.) P.M.Peterson & Romasch.","Plantae","https://id.biodiversity.org.au/name/apni/223526","Poaceae","Tripogonella","loliiformis","NA","NA","accepted","Equisetopsida","Tripogonella loliiformis","(F.Muell.) P.M.Peterson & Romasch.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-19T00:00:00",53607,"NSA05432",NA,NA,NA,NA
"1009","NSABHC0014-53609","NSABHC0014","Tripogonella loliiformis",FALSE,"NSA05631","Tripogonella loliiformis","Tripogonella loliiformis (F.Muell.) P.M.Peterson & Romasch.","Plantae","https://id.biodiversity.org.au/name/apni/223526","Poaceae","Tripogonella","loliiformis","NA","NA","accepted","Equisetopsida","Tripogonella loliiformis","(F.Muell.) P.M.Peterson & Romasch.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-21T00:00:00",53609,"NSA05632",NA,NA,NA,NA
"1010","NSABHC0014-53609","NSABHC0014","Triraphis mollis",FALSE,"NSA05598","Triraphis mollis","Triraphis mollis R.Br.","Plantae","https://id.biodiversity.org.au/name/apni/90608","Poaceae","Triraphis","mollis","NA","NA","accepted","Equisetopsida","Triraphis mollis","R.Br.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-21T00:00:00",53609,"NSA05599",NA,NA,NA,NA
"1011","NSABHC0023-57099","NSABHC0023","Triraphis mollis",FALSE,"NSA06933","Triraphis mollis","Triraphis mollis R.Br.","Plantae","https://id.biodiversity.org.au/name/apni/90608","Poaceae","Triraphis","mollis","NA","NA","accepted","Equisetopsida","Triraphis mollis","R.Br.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2014-04-21T00:00:00",57099,"NSA  06934",NA,NA,NA,NA
"1012","NSABHC0024-57100","NSABHC0024","Triraphis mollis",FALSE,"NSA07152","Triraphis mollis","Triraphis mollis R.Br.","Plantae","https://id.biodiversity.org.au/name/apni/90608","Poaceae","Triraphis","mollis","NA","NA","accepted","Equisetopsida","Triraphis mollis","R.Br.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2014-04-22T00:00:00",57100,"NSA  07153",NA,NA,NA,NA
"1013","NSABHC0024-57100","NSABHC0024","Urochloa subquadripara",FALSE,"NSA07168","Urochloa subquadripara","Urochloa subquadripara (Trin.) R.D.Webster","Plantae","https://id.biodiversity.org.au/name/apni/192005","Poaceae","Urochloa","subquadripara","NA","NA","accepted","Equisetopsida","Urochloa subquadripara","(Trin.) R.D.Webster","https://id.biodiversity.org.au/reference/apni/51428473","Species","2014-04-22T00:00:00",57100,"NSA  07169",NA,NA,NA,NA
"1014","NSABHC0029-58028","NSABHC0029","Verbena supina var. erecta",FALSE,"NSA013333","Verbena supina var. erecta","Verbena supina var. erecta (Moldenke) Munir","Plantae","https://id.biodiversity.org.au/name/apni/243872","Verbenaceae","Verbena","supina","var.","erecta","accepted","Equisetopsida","Verbena supina","(Moldenke) Munir","https://id.biodiversity.org.au/reference/apni/41488","Varietas","2016-09-12T15:35:12",58028,"NSA013334",NA,NA,NA,NA
